etaxonomy_key,irn,SummaryData
559,119863,"Cristaria swinhoei (H. Adams, 1866)"
560,643790,"Tellina robusta Hanley"
561,189182,"Helicina fasciata convexa Pfeiffer"
562,192263,"Lampsilis luteola rosacea (DeKay, 1843)"
563,152443,"Helicella forcarti (Brandt)"
564,152444,"Helicella frater (Dohrn & Heynemann)"
565,152445,"Helicella galalaensis (Pallary)"
566,152446,"Helicella gestroi Gambetta"
567,152447,"Helicella geyeri Sóos"
568,152449,"Helicella gigaxii barcinensis (Bourguignat)"
569,152451,"Helicella gouini (Debeaux)"
570,152452,"Helicella gouroumensis (Pallary)"
571,152453,"Helicella graja (Westerlund)"
572,152454,"Helicella guimeti (Bourguignat)"
573,152456,"Helicella halia (Letourneux & Bourguignat)"
574,152457,"Helicella halophila (Bourguignat)"
575,152458,"Helicella hamilcaris (Kobelt)"
576,152459,"Helicella hamudae (Kobelt)"
577,197483,"Alcadia palliata"
578,293856,"Corculum hemicardium (Linnaeus)"
579,294372,"Hemicardium hemicardium Linnaeus"
580,192707,"Margaritana margaritifera Linnaeus"
581,117826,"Plagiola lineolata Lea"
582,172757,"Lucidella aureola (Férussac, 1822)"
583,192291,"Lampsilis ventricosa (Barnes, 1823)"
584,169577,"Quadrula cylindrica strigillata (Wright, B.H., 1898)"
585,208705,"Unio edentulus (Say, 1829)"
586,152339,"Helicella arigoni Rossmässler"
587,178623,"Candidula rocandioi (Ortiz de Zarate Lopez, 1950)"
588,172744,"Alcadia hollandi (C.B. Adams, 1849)"
589,585827,"Truncilla penita (Conrad, 1834)"
590,188556,"Gibbulina newtoni H. Adams"
591,197600,"Barbatia tenera"
592,197601,"Barbatia (Barbatia) candida"
593,191315,"Helix trichia hispida f. nana Jeffreys"
594,191316,"Helix trichia hispida f. nebulata"
595,191360,"Helix tudiculata var. cypreophila"
596,191361,"Helix tudiculata var. subdolus Hemphill"
597,191447,"Helix xanthodon"
598,191448,"Helix xanthodon var. ema Bourguignat"
599,153019,"Helminthoglypta tudiculata angelena (Berry)"
600,153022,"Helminthoglypta tudiculata rujiterrae Berry"
601,153023,"Helminthoglypta tudiculata rutlterrae (Berry)"
602,153024,"Helminthoglypta tudiculata subdola (Hemphill)"
603,153025,"Helminthoglypta tudiculata tudiculata (Binney)"
604,153021,"Helminthoglypta tudiculata grippi Pilsbry"
605,178504,"Helminthoglypta tudiculata (A. Binney, 1843)"
606,154279,"Papuina flexilabris (Pfeiffer)"
607,154313,"Papuina meta (Pfeiffer)"
608,154250,"Papuina acmella (Pfeiffer)"
609,154319,"Papuina miser (Cox)"
610,154314,"Papuina meta acmella (Pfeiffer)"
611,154315,"Papuina meta aemella (Pfeiffer)"
612,154280,"Papuina fringilla fringilla (Pfeiffer)"
613,175701,"Papuina fringilla (L. Pfeiffer, 1855)"
614,155097,"Thersites incei (Pfeiffer)"
615,155124,"Thersites parsoni (Cox)"
616,154495,"Planispira albicostis (Pfeiffer)"
617,154525,"Planispira nilagirica (Pfeiffer)"
618,154538,"Planispira tuckeri (Pfeiffer)"
619,155082,"Thersites curtisiana exedra Iredale"
620,155137,"Thersites seminiger (Morelet)"
621,155107,"Thersites lessoni (Pfeiffer)"
622,151129,"Cepolis arctistria (Pfeiffer)"
623,151172,"Cepolis loxodon (Pfeiffer)"
624,151176,"Cepolis macroglossa (Pfeiffer)"
625,642223,"Cepolis biriplaudi Lamarck"
626,642224,"Cepolis multristriata pityonesica Pfeiffer"
627,642227,"Cepolis letranensis Pfeiffer"
628,152671,"Helicella zakkarensis (Kobelt)"
629,152672,"Helicella zakkarintis (Kobelt)"
630,152673,"Helicella zilchi (Brandt)"
631,152674,"Helicella zitoumica (Letourneux & Bourguignat)"
632,155141,"Thersites thatcheri (Cox)"
633,155054,"Thersites appendiculatus (Pfeiffer)"
634,162280,"Papuina gringilla globula I. Rensch"
635,162288,"Papuina wiegmanni parvula I. Rensch"
636,182428,"Amphidromus perversus perversus var. interruptus (O. F. Müller)"
637,183796,"Amphidromus interruptus sultanus O. F. Müller"
638,150942,"Amphidromus interruptus (O. F. Müller)"
639,150969,"Amphidromus perversus interruptus (O. F. Müller)"
640,175360,"Amphidromus perversus (Linnaeus, 1758)"
641,153940,"Obba marginata griseola von Möllendorff"
642,641993,"Amphidromus interruptus infraviridis"
643,189820,"Helix candidula Studer"
644,189821,"Helix candidula f. unifasciata Poiret"
645,189978,"Helix constantinae"
646,198662,"Omphalina (Omphalina) cuprea"
647,198545,"Mesomphix (Omphalina) cuprea"
648,198546,"Mesomphix (Omphalina) cuprea ozarkensis"
649,154036,"Omphalina friabilis (W.G. Binney)"
650,153698,"Mesomphix perlaevis perlaevis (Pilsbry)"
651,193546,"Oxychilus draparnaldi Beck"
652,193333,"Omphalina fulginosa"
653,193337,"Omphalina fuliginosa var. polita"
654,193360,"Omphalina subplana"
655,180165,"Mesomphix latior (Pilsbry, 1900)"
656,198665,"Omphalina (Omphalina) cuprea ozarkensis"
657,198666,"Omphalina (Omphalina) cuprea polita"
658,193332,"Omphalina cuprea ozarkensis Pilsbry"
659,193350,"Omphalina laevigata var. latior Pilsbry"
660,180131,"Glyphyalinia pentadelphia (Pilsbry, 1900)"
661,180159,"Mesomphix cupreus (Rafinesque, 1831)"
662,198663,"Omphalina (Omphalina) cuprea var. ozarkensis"
663,198664,"Omphalina (Omphalina) cuprea cuprea"
664,192800,"Mesomphix andrewsae montivega Pilsbry"
665,192809,"Mesomphix laevigata latior Pilsbry"
666,192810,"Mesomphix laevigata perlaevis Pilsbry"
667,153695,"Mesomphix latior monticola (Pilsbry)"
668,153696,"Mesomphix perlaevis latior (Pilsbry)"
669,154846,"Retinella rhoadsi (Pilsbry)"
670,193327,"Omphalina andrewsae montivaga"
671,164180,"Paravitrea tridens Pilsbry, 1946"
672,154174,"Oxychilus draparnaldi septentrionale (Bourguignat)"
673,198737,"Paravitrea (Paravitreops) multidentata var. lamellerta"
674,180269,"Paravitrea aulacogyra (Pilsbry & Ferriss, 1906)"
675,180271,"Paravitrea clappi (Pilsbry, 1898)"
676,180275,"Paravitrea lamellidens (Pilsbry, 1898)"
677,180276,"Paravitrea multidentata (A. Binney, 1840)"
678,180281,"Paravitrea simpsoni (Pilsbry, 1889)"
679,154843,"Retinella pentadelphia (Pilsbry)"
680,154850,"Retinella vanattai (Pilsbry & Walker)"
681,164311,"Vitrinizonites uvidermis Pilsbry, 1890"
682,152220,"Glyphyalinia rhoadsi austrina H.B. Baker"
683,195371,"Retinella cryptomphala solida H.B. Baker"
684,164141,"Mesomphix derochetus H.B. Baker, 1933"
685,164144,"Mesomphix vulgatus H.B. Baker, 1933"
686,164159,"Paravitrea calcicola H.B. Baker, 1931"
687,164160,"Paravitrea calicola H.B. Baker, 1931"
688,164170,"Paravitrea pontis H.B. Baker, 1931"
689,164181,"Paravitrea variabilis H.B. Baker, 1929"
690,180132,"Glyphyalinia praecox (H.B. Baker, 1930)"
691,152217,"Glyphyalinia cryptomphala solida H.B. Baker"
692,180137,"Glyphyalinia solida (H.B. Baker, 1930)"
693,180180,"Nesovitrea binneyanna occidentalis (H.B. Baker, 1930)"
694,164184,"Pilsbryna castanea H.B. Baker, 1931"
695,164185,"Pilsbryna aurea H.B. Baker, 1929"
696,152574,"Helicella pyramidata (Draparnaud)"
697,152575,"Helicella pyramidata tarentina (Pfeiffer)"
698,152576,"Helicella ramburi (Mabille)"
699,152577,"Helicella reboudiana (Bourguignat)"
700,152578,"Helicella recens (Fagot)"
701,152579,"Helicella regimaensis (Brandt)"
702,152580,"Helicella reipacurcica montsicciana (Bofill)"
703,152581,"Helicella reipacurcica ripacurcica (Bofill)"
704,152582,"Helicella requieni (Michaud)"
705,152583,"Helicella rhabdota (Sturany)"
706,152584,"Helicella rhodochila (Westerlund)"
707,152586,"Helicella ripacurcica (Bofill)"
708,152587,"Helicella romana (Fagot)"
709,188854,"Helicella ericitella"
710,188855,"Helicella erithrocheila"
711,188856,"Helicella erjaveci"
712,188858,"Helicella etrasca Issel"
713,188859,"Helicella etrusca colorseana Fagot"
714,188860,"Helicella etrusca lalasseana Fagot"
715,188861,"Helicella evanosi"
716,188862,"Helicella fedschenkoi"
717,188863,"Helicella fera Bourguignat"
718,188864,"Helicella flaveola Krynicki"
719,188865,"Helicella floymeyeri Dohrn"
720,188866,"Helicella foliorum bollenensis Fagot"
721,188867,"Helicella frequens Mousson"
722,188868,"Helicella gargottae"
723,188869,"Helicella globula Krynicki"
724,188870,"Helicella globula nana Boettger"
725,188871,"Helicella gramnonensis Servain"
726,188872,"Helicella grannonensis"
727,188873,"Helicella gregaria Ziegler"
728,188874,"Helicella gregoria minor"
729,188875,"Helicella gudalusiea Kobelt"
730,188876,"Helicella gyroides psammoica"
731,188877,"Helicella hipponiensis Mousson"
732,154924,"Sonorella huochucana mustang Pilsbry & Ferriss"
733,154932,"Sonorella verdensis Pilsbry"
734,154933,"Sonorella virilis leucura Pilsbry & Ferriss"
735,163446,"Helminthoglypta napaea yosemitensis Pilsbry, 1939"
736,163450,"Helminthoglypta proles mariposa Pilsbry, 1939"
737,163513,"Sonorella fragilis Pilsbry"
738,163520,"Sonorella huachucana Pilsbry, 1905"
739,178562,"Sonorelix rixfordi (Pilsbry, 1919)"
740,163514,"Sonorella franciscana Pilsbry & Ferriss, 1919"
741,178506,"Helminthoglypta umbilicata (Pilsbry, 1898)"
742,163517,"Sonorella granulatissima Pilsbry, 1902"
743,178485,"Helminthoglypta cuyamacensis (Pilsbry, 1895)"
744,178493,"Helminthoglypta expansilabris (Pilsbry, 1898)"
745,163488,"Sonorella ambigua Pilsbry & Ferriss, 1915"
746,163532,"Sonorella mustang Pilsbry & Ferriss, 1919"
747,163431,"Helminthoglypta fieldi Pilsbry, 1930"
748,193185,"Obba marginata var. minor von Möllendorff"
749,193188,"Obba moricandi var. brunnescens von Möllendorff"
750,193189,"Obba moricandi var. carinata von Möllendorff"
751,193190,"Obba moricandi var. papilla Sowerby"
752,193191,"Obba moricandi lutescens"
753,193196,"Obba parmula obscura von Möllendorff"
754,193205,"Obba scrobiculata var. conoidoli von Möllendorff"
755,193208,"Obba (Obba) marginata palmasensis Bartsch"
756,193650,"Papuina aemella Pfeiffer"
757,193651,"Papuina alfredi f. trichoma"
758,193652,"Papuina alfredi f. trichroa"
759,193653,"Papuina alfredi var. trichoa"
760,193654,"Papuina ambrosia f. ramsdeni Angas"
761,193655,"Papuina barnachlei Smith"
762,193656,"Papuina bilineata Pfeiffer"
763,193657,"Papuina cleryi"
764,193658,"Papuina cleryi var. meridionalis"
765,193659,"Papuina emplanata Fulton"
766,193660,"Papuina eva"
767,193661,"Papuina folicolor Hedley"
768,193662,"Papuina gowerensis fictilia Clapp"
769,193663,"Papuina gowerensis fictilis Clapp"
770,193664,"Papuina helicina cleryi"
771,193665,"Papuina helicinoides"
772,193666,"Papuina helicinoides var. cleryi"
773,193667,"Papuina helicinoides cleryi"
774,193668,"Papuina holicinoides var. cleryi Récluz"
775,193669,"Papuina intercalata"
776,193670,"Papuina labillardierei"
777,193671,"Papuina lambei var. tabarensis"
778,193672,"Papuina layardi"
779,193673,"Papuina mallkini Solem"
780,193675,"Papuina mosleyi Smith"
781,193676,"Papuina phaeostoma f. fulgurata Rolle"
782,193677,"Papuina ramsdeni Angas"
783,193678,"Papuina sachalensis"
784,193679,"Papuina sp. tricolor Pfeiffer"
785,193680,"Papuina tricolor santa-annae Rensch"
786,193681,"Papuina wiegmanni heterochroa Ancey"
787,193682,"Papuina wiegmanni tuomensis Ancey"
788,196381,"Trishoplita cretacea var. decussata Gude"
789,196382,"Trishoplita cretacea decussata Gude"
790,196383,"Trishoplita goodwini var. carinata Gude, 1901"
791,196384,"Trishoplita goodwini carinata Gude"
792,197628,"Buliminopsis (Buliminopsis) buliminus"
793,197629,"Buliminopsis (Buliminopsis) buliminus strigata"
794,197815,"Cochlostyla carinata var. minor"
795,197816,"Cochlostyla fischeri var. albina"
796,197817,"Cochlostyla pictor f. nana"
797,197818,"Cochlostyla porteri"
798,197819,"Cochlostyla roissyana var. solida"
799,197820,"Cochlostyla satyrus palawanensis var. grandis"
800,197821,"Cochlostyla velata f. major"
801,198068,"Eulota fruticum var. fasciata"
802,198069,"Eulota (Aeguista) aperta cavata"
803,198070,"Eulota (Euhydra) connivens phaeogramma"
804,150594,"Bradybaena similaris assimilaris (Gredler)"
805,150595,"Bradybaena similaris hongkongensis (Deshayes)"
806,150596,"Bradybaena similaris stimpson (Pfeiffer)"
807,150597,"Bradybaena similaris stimpsoni (Pfeiffer)"
808,150598,"Bradybaena similaris subsimilaris (Mousson)"
809,169547,"Pleurobema strodeanum (Wright, B.H., 1898)"
810,153951,"Obba moricandi fulvescens (von Möllendorff)"
811,153952,"Obba moricandi moricandi (Sowerby)"
812,175676,"Obba moricandi brunnescens (von Möllendorff)"
813,175675,"Obba moricandi (L. Pfeiffer, 1842)"
814,153973,"Obba scrobiculata conoidalis (von Möllendorff)"
815,175684,"Obba scrobiculata (L. Pfeiffer, 1842)"
816,175711,"Papuina labium (L. Pfeiffer, 1846)"
817,175712,"Papuina lanceolata (L. Pfeiffer, 1862)"
818,175714,"Papuina lenta (L. Pfeiffer, 1854)"
819,175718,"Papuina motacilla (L. Pfeiffer, 1855)"
820,175721,"Papuina physalis (L. Pfeiffer)"
821,175725,"Papuina pudica (L. Pfeiffer, 1861)"
822,154332,"Papuina phthisica (Pfeiffer)"
823,175727,"Papuina vexiliaris (L. Pfeiffer, 1855)"
824,154357,"Papuina xanthocheila (Pfeiffer)"
825,154358,"Papuina xanthochila (Pfeiffer)"
826,151359,"Chlorities pseudopruna Pilsbry"
827,159235,"Fasciolaria lilium branhamae Rehder & Abbott, 1951"
828,159236,"Fasciolaria lilium lilium Fischer, 1807"
829,159237,"Fasciolaria lilium tortugana Hollister, 1957"
830,159247,"Latirus cariniferus Lamarck, 1822"
831,171674,"Fasciolaria lilium hunteria (Perry, 1811)"
832,171675,"Fasciolaria tulipa (Linnaeus, 1758)"
833,171678,"Fusinus ambustus (Gould, 1853)"
834,171681,"Fusinus couei (Petit de la Saussaye, 1853)"
835,171682,"Fusinus eucosmius (Dall, 1889)"
836,171691,"Latirus angulatus (Röding, 1798)"
837,171693,"Latirus lanceolatus (Reeve, 1847)"
838,171694,"Latirus mediamericanus"
839,171696,"Latirus turritus (Gmelin, 1791)"
840,171698,"Leucozonia nassa (Gmelin, 1791)"
841,171699,"Leucozonia ocellata (Gmelin, 1791)"
842,171704,"Peristernia nassatula (Lamarck, 1822)"
843,171706,"Pleuroploca gigantea (Kiener, 1840)"
844,171707,"Pleuroploca granosa (Broderip)"
845,171709,"Pleuroploca trapezium (Linnaeus, 1758)"
846,197999,"Dolicholatirus cayohuesonicus"
847,198370,"Latirus (Dolicholatirus) cayohuesonicus"
848,159248,"Latirus mcgintyi Pilsbry"
849,171700,"Opeatostoma pseudodon (Burrow, 1815)"
850,194469,"Polygyra kiowaensis Simpson"
851,643696,"Stenotrema obstricta Say, 1821"
852,196373,"Triodopsis rugeli"
853,190703,"Helix naticoides aperta"
854,190818,"Helix papuina albocarinata Smith"
855,190819,"Helix papuina louisiadensis Forbes"
856,190873,"Helix pisana var. albida Moquin-Tandon"
857,190874,"Helix pisana var. albovanensis Webb & Berthelot"
858,190875,"Helix pisana var. cuttati"
859,190877,"Helix pisana var. gemmata Mousson"
860,190878,"Helix pisana var. gemnata Mousson"
861,161035,"Hemphillia burringtoni Pilsbry, 1948"
862,161036,"Hemphillia camelus Pilsbry & Vanatta, 1897"
863,161040,"Hemphillia malonei Pilsbry, 1917"
864,161043,"Magnipelta mycophaga Pilsbry, 1953"
865,161044,"Prophysaon boreale Pilsbry, 1948"
866,161052,"Prophysaon vanattae Pilsbry, 1948"
867,161054,"Zacoleus idahoensis Pilsbry, 1903"
868,161329,"Pallifera arizonensis Pilsbry"
869,161331,"Pallifera marmorea Pilsbry, 1948"
870,164028,"Deroceras hesperium Pilsbry, 1944"
871,164029,"Deroceras heterura Pilsbry, 1944"
872,164035,"Deroceras monentolophus Pilsbry, 1944"
873,179988,"Deroceras laeve ashmuni (Pilsbry & Vanatta)"
874,164046,"Limax maximus Linnaeus, 1758"
875,646222,"Epiphragmophora californiensis var. contracostae Pilsbry, 1895"
876,646264,"Epiphragmophora mormonum var. buttoni Pilsbry"
877,646265,"Epiphragmophora circumcarinata Stearns"
878,163390,"Epiphragmophora abancayensis ""Weyrauch (Ms.)"""
879,163391,"Epiphragmophora argentina densestriata ""Weyrauch (Ms.)"""
880,163393,"Epiphragmophora chocolata ""Weyrauch (Ms.)"""
881,163394,"Epiphragmophora claromphalos angusteumbilicata ""Weyrauch (Ms.)"""
882,163397,"Epiphragmophora guanucoi ""Weyrauch (Ms.)"""
883,163398,"Epiphragmophora imeldae ""Weyrauch (Ms.)"""
884,163399,"Epiphragmophora incarum ""Weyrauch (Ms.)"""
885,163403,"Epiphragmophora silraevaga ""Weyrauch (Ms.)"""
886,163406,"Epiphragmophora tomsici ""Weyrauch (Ms.)"""
887,163407,"Epiphragmophora trenquelleonis trifasciata Parodiz"
888,163409,"Epiphragmophora tritaeniata cordovana ""Weyrauch (Ms.)"""
889,163410,"Epiphragmophora tritaeniata tritaeniata ""Weyrauch (Ms.)"""
890,163411,"Epiphragmophora zilchi aticoensis ""Weyrauch (Ms.)"""
891,178436,"Epiphragmophora argentina (Holmberg, 1951)"
892,178437,"Epiphragmophora audouinii (d'Orbigny, 1835)"
893,178438,"Epiphragmophora claromphalos (Deville & Huppé)"
894,178441,"Epiphragmophora estella (d'Orbigny, 1835)"
895,178442,"Epiphragmophora hieronymi (Döring, 1878)"
896,178443,"Epiphragmophora higginsi (Miller, 1878)"
897,178444,"Epiphragmophora macasi (Higgins, 1872)"
898,178445,"Epiphragmophora monographa (Burmeister in Döring, 1878)"
899,178448,"Epiphragmophora puntana (Holmberg, 1909)"
900,178451,"Epiphragmophora tueumanensis (Döring, 1878)"
901,178452,"Epiphragmophora villavilensis (Parodiz, 1955)"
902,182659,"Epiphragmophora fidelis var. subcarinata (Hemphill)"
903,182660,"Epiphragmophora sp. var. awania"
904,182661,"Epiphragmophora trigrammephora trigrammephora (d'Orbigny)"
905,187855,"Epiphragmophora areolata Sowerby"
906,187856,"Epiphragmophora areolata var. vertchii Tryon"
907,187857,"Epiphragmophora arosa"
908,187858,"Epiphragmophora arrosa Gould"
909,187861,"Epiphragmophora arrosa var. rubicunda Rowell"
910,187863,"Epiphragmophora arrosa holderiana Cooper"
911,187864,"Epiphragmophora ayersiana Newcomb"
912,187865,"Epiphragmophora ayresiana Newcomb"
913,187866,"Epiphragmophora ayresiana amita Hemphill"
914,187867,"Epiphragmophora califoniensis nickliniana Lea"
915,187868,"Epiphragmophora califormiensis"
916,187869,"Epiphragmophora californensis"
917,187870,"Epiphragmophora californica nickliana Lea"
918,187871,"Epiphragmophora californiensis Lea"
919,187872,"Epiphragmophora californiensis anchorete"
920,187873,"Epiphragmophora californiensis bridgesi Newcomb"
921,187875,"Epiphragmophora californiensis nickliniana Lea"
922,187876,"Epiphragmophora carpenteri Newcomb"
923,187877,"Epiphragmophora coliformensis Lea"
924,187878,"Epiphragmophora diabloensis"
925,187879,"Epiphragmophora dupethouarsi Deshayes"
926,187880,"Epiphragmophora dupetithouarsi Deshayes"
927,187881,"Epiphragmophora dupetithouarsi var. concursus Newcomb"
928,187882,"Epiphragmophora dupetithouersi Deshayes"
929,187883,"Epiphragmophora dupotithouarsi Deshayes"
930,187884,"Epiphragmophora duretitthouarsii Deshayes"
931,187885,"Epiphragmophora facta Gabb"
932,187886,"Epiphragmophora fidelis"
933,187887,"Epiphragmophora fidelis Gray"
934,187888,"Epiphragmophora fidelis f. flava Hemphill"
935,187889,"Epiphragmophora fidelis var. subcarinata Gould"
936,187890,"Epiphragmophora fidelis var. subcarinosula Gray"
937,187891,"Epiphragmophora fidelis flora Hemphill"
938,187892,"Epiphragmophora fidelis infumata Gould"
939,187893,"Epiphragmophora fidelis subcarinata Hemphill"
940,187894,"Epiphragmophora fidelis subcarnicata"
941,187895,"Epiphragmophora fisheri"
942,187896,"Epiphragmophora gabbi Newcomb"
943,187897,"Epiphragmophora gabbi var. facta Newcomb"
944,187898,"Epiphragmophora gabbi facta Newcomb"
945,187899,"Epiphragmophora gabbi intermedia Hemphill"
946,187900,"Epiphragmophora gabbii Newcomb"
947,187901,"Epiphragmophora gabbii var. facta Newcomb"
948,187902,"Epiphragmophora hachitana Dall"
949,187903,"Epiphragmophora hatchitana Dall"
950,187904,"Epiphragmophora hutsoni Clapp"
951,187905,"Epiphragmophora infumata Gould"
952,187907,"Epiphragmophora kelletti Forbes"
953,187908,"Epiphragmophora kelletti stearnsiana Hemphill"
954,187909,"Epiphragmophora kellettii Forbes"
955,187910,"Epiphragmophora kellettii var. multilineata Hemphill"
956,187911,"Epiphragmophora leavis"
957,187912,"Epiphragmophora levis Pfeiffer"
958,187913,"Epiphragmophora levis crassula Dall"
959,187914,"Epiphragmophora macudi Crosse"
